1966208416	1986319134
1966208416	2124062450
1966558147	2158595459
1970372442	2088675571
1970448151	2170016254
1971627640	2108883953
1971962972	2114284491
1973382888	1991054669
1973893716	2116396741
1978066268	2002203222
1979567624	2002643280
1979779244	2087778568
1980302278	2103849501
1980634162	1996182172
1981339084	2017666497
1993855803	2001670934
1994019410	2110631345
1994354282	2123645388
1994502095	2102116440
1995787994	2055255408
1996404466	2064385972
2002597960	2094689410
2005091928	2099035968
2006801410	2098935637
2007693284	2111406286
2011721658	2160517409
2016582455	1585599174
2016621069	2043508455
2020971160	2106011067
2022110761	2153670461
2023401000	2012670464
2023797161	2090403603
2028574166	2041771431
2029763499	1972072126
2033457761	2110631345
2036666100	2123020735
2039652440	2149516580
2041226866	2033368934
2041948528	2119806435
2042961981	2062735494
2045694141	1969691871
2046444514	2077449561
2047908203	1997354355
2049263029	2151197771
2049344225	2054685200
2053508739	2165456041
2059514164	2011190572
2060579849	2051228475
2062153469	2099083325
2064007157	2043499927
2068410942	2128040811
2072831861	2086797095
2077760583	2095897464
2078204295	2073824505
2080384223	2130476464
2081417442	2002131042
2082718569	2135499008
2083619093	2167631575
2087177601	2139072600
2087796842	1988504473
2088499566	2128034913
2090545538	2031444464
2090545538	2137389980
2094206427	2124298185
2094854583	2078432293
2097098223	2128061541
2097357324	2117461391
2099225351	2110034858
2104233490	2068901259
2104534102	2077531550
2107628111	1993482412
2107909062	2099918651
2114731047	2094728533
2115010808	2024796520
2116469285	1973382888
2117366493	2011375057
2117461391	2097357324
2117461391	2145609583
2120113238	2058178853
2120451270	1981097903
2120676662	2064853889
2120900062	2043508455
2121142115	2154894831
2126354234	2098935637
2130211668	2171776999
2133542527	2129938590
2134204499	2054075931
2135472951	2159844592
2136476431	2101415594
2139072600	2129603526
2140092107	2132063146
2140757415	2043035982
2143250283	2112452856
2146377092	2072001200
2146695070	2114029045
2147287607	2033116628
2147287607	2128034913
2147982886	2145154883
2148646461	2143452574
2149532506	1977583107
2150365753	2201552871
2151229814	2151521932
2154031271	1598640943
2154614053	2082693041
2154765457	1968829657
2158141386	2072627547
2161364365	2135499008
2161447874	2060293238
2162060957	2153231596
2162675341	2164501930
2166360265	2062851028
2169896292	2128040811
2170489918	2200545814
2170853664	2096229429
2199153319	2074013691
2206925937	2095897464
2221389368	2119806435
1965392376	1966512100
1966267272	2037701287
1977484138	2163887589
1977496278	2141115288
1977937331	173575809
1979567624	2168362821
1979809502	2117242988
1980096825	2014977566
1981780124	2110849300
1985590103	2053741160
1986275041	1988504473
